Rank_ID,Rank_Title,Working Area,Pay in ($),Location,Experience Level,Certification Required,Key Skills
J3009,Security Architect,Cloud Security and Architect,104598,America,Mid-Level,CCIE,Mitigation
J3010,Penetration Tester,Network Monitoring and Security,91076,Canada,Mid-Level,Ethical Hacking,Vulnerability Assessment
J3011,Security Architect,Penetration Tester,99504,Germany,Entry-Level,CompTIA Security+,Vulnerability Assessment
J3012,Security Consultant,Security Manager,117595,Canada,Entry-Level,CCNA,Linux
J3013,Security Consultant,Security Manager,110117,China,Senior,CompTIA Security+,Linux
J3014,Cloud Architect,Incident Takeover,100683,Germany,Entry-Level,CompTIA Security+,Threat Management
J3015,Penetration Tester,Cloud Security and Architect,92087,New York,Mid-Level,CCIE,Mitigation
J3016,Penetration Tester,Cloud Security and Architect,115405,Canada,Mid-Level,Ethical Hacking,Linux
J3017,Cloud Architect,GRC,103448,Denmark,Mid-Level,CompTIA Security+,Mitigation
J3018,Security Architect,Network Monitoring and Security,93997,United Kingdom,Entry-Level,Ethical Hacking,Linux
J3019,Penetration Tester,Application and Web Security,100512,China,Senior,CompTIA Security+,Mitigation
J3020,Cloud Architect,GRC,105053,New York,Mid-Level,CCNA,Secure Software
J3021,Cloud Architect,Application and Web Security,92759,Canada,Mid-Level,CCNA,Mitigation
J3022,Security Consultant,Network Monitoring and Security,90547,United Kingdom,Entry-Level,CISSP,Threat Management
J3023,Security Consultant,GRC,111556,Denmark,Senior,CCNA,Threat Management
J3024,Security Compliance Manager,GRC,93357,Denmark,Senior,CompTIA Security+,Mitigation
J3025,Penetration Tester,Incident Takeover,111248,China,Mid-Level,CISSP,Mitigation
J3026,Cloud Architect,Penetration Tester,120180,China,Senior,Ethical Hacking,Python
J3027,Penetration Tester,Incident Takeover,91979,New York,Entry-Level,CompTIA Security+,Vulnerability Assessment
J3028,Cloud Architect,Penetration Tester,80643,Canada,Mid-Level,CISSP,Mitigation
J3029,Penetration Tester,Security Manager,101264,China,Entry-Level,Ethical Hacking,Linux
J3030,Security Compliance Manager,Penetration Tester,107152,Canada,Senior,CISSP,Linux
J3031,Penetration Tester,Cloud Security and Architect,107770,Denmark,Entry-Level,CCNA,Python
J3032,Security Architect,GRC,104122,Denmark,Senior,CCNA,Linux
J3033,Security Architect,Network Monitoring and Security,90957,Denmark,Mid-Level,Ethical Hacking,Threat Management
J3034,Security Architect,Penetration Tester,96127,America,Entry-Level,CISSP,Mitigation
J3035,Security Consultant,Network Monitoring and Security,99480,United Kingdom,Senior,CCNA,Python
J3036,Penetration Tester,Security Manager,119334,America,Entry-Level,Ethical Hacking,Vulnerability Assessment
J3037,Security Compliance Manager,Cloud Security and Architect,100916,Canada,Senior,Ethical Hacking,Mitigation
J3038,GRC Manager,Cloud Security and Architect,86893,Denmark,Entry-Level,CCNA,Vulnerability Assessment
J3039,Security Architect,Network Monitoring and Security,110980,Denmark,Mid-Level,CCNA,Python
J3040,Penetration Tester,Application and Web Security,93641,China,Senior,CCIE,Vulnerability Assessment
J3041,GRC Manager,Security Manager,112778,Germany,Senior,CCNA,Linux
J3042,Security Compliance Manager,Security Manager,119969,China,Senior,CompTIA Security+,Linux
J3043,Penetration Tester,GRC,124226,America,Mid-Level,CCIE,Vulnerability Assessment
J3044,Security Architect,GRC,112515,New York,Mid-Level,Ethical Hacking,Vulnerability Assessment
J3045,GRC Manager,Application and Web Security,106678,United Kingdom,Mid-Level,CompTIA Security+,Linux
J3046,Penetration Tester,Cloud Security and Architect,114120,America,Entry-Level,CCIE,Vulnerability Assessment
J3047,Penetration Tester,Security Manager,92045,Canada,Entry-Level,CCIE,Python
J3048,Cloud Architect,GRC,135021,Denmark,Senior,CompTIA Security+,Mitigation
J3049,Penetration Tester,Network Monitoring and Security,87917,Germany,Senior,CISSP,Secure Software
J3050,Security Consultant,Incident Takeover,92575,America,Mid-Level,CCIE,Mitigation
J3051,Security Compliance Manager,Network Monitoring and Security,81623,United Kingdom,Senior,CCIE,Linux
J3052,Security Compliance Manager,Cloud Security and Architect,96567,New York,Senior,CISSP,Threat Management
J3053,Security Architect,Cloud Security and Architect,139546,America,Senior,CISSP,Secure Software
J3054,Cloud Architect,Network Monitoring and Security,100351,America,Senior,CCNA,Vulnerability Assessment
J3055,Security Consultant,Application and Web Security,122175,United Kingdom,Mid-Level,CCIE,Mitigation
J3056,Security Architect,Penetration Tester,120726,China,Senior,CISSP,Mitigation
J3057,Security Architect,Incident Takeover,95654,United Kingdom,Entry-Level,CompTIA Security+,Linux
J3058,Penetration Tester,Security Manager,113657,Canada,Entry-Level,Ethical Hacking,Linux
J3059,Security Consultant,Network Monitoring and Security,91909,America,Senior,CCIE,Python
J3060,Penetration Tester,Application and Web Security,103593,Canada,Senior,CompTIA Security+,Mitigation
J3061,Cloud Architect,Network Monitoring and Security,96697,Canada,Senior,CCNA,Vulnerability Assessment
J3062,Security Architect,Network Monitoring and Security,113167,United Kingdom,Senior,CCNA,Linux
J3063,Penetration Tester,GRC,115108,New York,Entry-Level,CCNA,Secure Software
J3064,Security Compliance Manager,Application and Web Security,119223,United Kingdom,Entry-Level,Ethical Hacking,Threat Management
J3065,Cloud Architect,Application and Web Security,94129,Denmark,Mid-Level,CISSP,Linux
J3066,Security Compliance Manager,Security Manager,141108,Denmark,Entry-Level,CCNA,Mitigation
J3067,Security Compliance Manager,Network Monitoring and Security,91504,Canada,Senior,CCNA,Python
J3068,Cloud Architect,Penetration Tester,88729,New York,Mid-Level,CCNA,Vulnerability Assessment
J3069,Penetration Tester,Penetration Tester,94793,Denmark,Senior,CCNA,Linux
J3070,Cloud Architect,Incident Takeover,109801,America,Entry-Level,CCNA,Python
J3071,Penetration Tester,Application and Web Security,114665,Denmark,Entry-Level,CCIE,Vulnerability Assessment
J3072,Cloud Architect,Penetration Tester,109709,Denmark,Entry-Level,Ethical Hacking,Mitigation
J3073,Cloud Architect,Cloud Security and Architect,100219,China,Senior,CCIE,Mitigation
J3074,Security Architect,Network Monitoring and Security,94803,America,Senior,CISSP,Vulnerability Assessment
J3075,Cloud Architect,Penetration Tester,98754,China,Entry-Level,CCNA,Vulnerability Assessment
J3076,Security Compliance Manager,Cloud Security and Architect,140451,America,Mid-Level,CCNA,Python
J3077,Penetration Tester,Penetration Tester,112773,China,Senior,CCIE,Vulnerability Assessment
J3078,Penetration Tester,Network Monitoring and Security,104130,China,Entry-Level,CompTIA Security+,Mitigation
J3079,Penetration Tester,Network Monitoring and Security,92164,China,Entry-Level,Ethical Hacking,Linux
J3080,Security Consultant,Application and Web Security,95810,America,Entry-Level,CCIE,Threat Management
J3081,Security Consultant,Application and Web Security,95560,America,Senior,CCNA,Vulnerability Assessment
J3082,Security Compliance Manager,Security Manager,132128,Denmark,Senior,CompTIA Security+,Linux
J3083,Security Consultant,GRC,148300,United Kingdom,Senior,CISSP,Mitigation
J3084,Security Architect,Cloud Security and Architect,110034,China,Entry-Level,CCNA,Secure Software
J3085,Security Consultant,GRC,104999,Denmark,Senior,CISSP,Linux
J3086,Penetration Tester,Incident Takeover,109959,Denmark,Entry-Level,Ethical Hacking,Vulnerability Assessment
J3087,Security Compliance Manager,Penetration Tester,106539,United Kingdom,Mid-Level,CCNA,Secure Software
J3088,Security Consultant,Security Manager,104805,New York,Senior,CCIE,Python
J3089,Cloud Architect,Security Manager,101132,America,Senior,Ethical Hacking,Mitigation
J3090,Security Compliance Manager,Penetration Tester,129692,United Kingdom,Entry-Level,CCIE,Linux
J3091,Penetration Tester,Incident Takeover,120901,Canada,Entry-Level,CompTIA Security+,Threat Management
J3092,Security Compliance Manager,Application and Web Security,104072,China,Mid-Level,CompTIA Security+,Threat Management
J3093,Security Consultant,Network Monitoring and Security,111545,America,Senior,CCNA,Python
J3094,Security Consultant,Incident Takeover,117498,America,Mid-Level,CCNA,Linux
J3095,Security Architect,Security Manager,107109,New York,Mid-Level,CompTIA Security+,Secure Software
J3096,Cloud Architect,GRC,136707,China,Senior,CompTIA Security+,Secure Software
J3097,Security Compliance Manager,Penetration Tester,123082,America,Mid-Level,CCIE,Mitigation
J3098,Security Consultant,Application and Web Security,123503,Germany,Senior,CISSP,Vulnerability Assessment
J3099,Cloud Architect,GRC,101401,New York,Mid-Level,CCIE,Linux
J3100,Security Compliance Manager,Incident Takeover,104823,New York,Senior,CCNA,Threat Management
J3101,Security Consultant,Cloud Security and Architect,96024,Canada,Mid-Level,CISSP,Mitigation
J3102,Cloud Architect,Cloud Security and Architect,88607,New York,Senior,CompTIA Security+,Mitigation
J3103,Security Architect,Security Manager,101968,United Kingdom,Mid-Level,Ethical Hacking,Mitigation
J3104,Cloud Architect,Incident Takeover,99720,America,Entry-Level,Ethical Hacking,Linux
J3105,Security Compliance Manager,Network Monitoring and Security,82384,Denmark,Entry-Level,Ethical Hacking,Linux
J3106,Security Architect,Cloud Security and Architect,109258,China,Senior,CCIE,Mitigation
J3107,Security Consultant,Incident Takeover,86404,America,Mid-Level,CCIE,Python
J3108,Security Architect,GRC,91323,America,Senior,Ethical Hacking,Linux
J3109,Security Compliance Manager,Cloud Security and Architect,99869,Germany,Senior,CCIE,Mitigation
J3110,Cloud Architect,Network Monitoring and Security,116698,Canada,Senior,CompTIA Security+,Threat Management
J3111,Security Consultant,Network Monitoring and Security,118607,China,Mid-Level,CISSP,Threat Management
J3112,Cloud Architect,GRC,98572,China,Mid-Level,CCIE,Threat Management
J3113,Security Compliance Manager,Penetration Tester,92022,Denmark,Entry-Level,CCNA,Linux
J3114,Security Architect,Application and Web Security,90378,China,Senior,CCNA,Mitigation
J3115,Security Compliance Manager,Penetration Tester,77303,New York,Mid-Level,CCNA,Mitigation
J3116,Security Compliance Manager,Incident Takeover,99332,China,Senior,CCIE,Secure Software
J3117,Cloud Architect,GRC,84754,United Kingdom,Mid-Level,CISSP,Linux
J3118,GRC Manager,Penetration Tester,96224,Canada,Mid-Level,CompTIA Security+,Linux
J3119,Security Architect,Cloud Security and Architect,105389,Canada,Entry-Level,CISSP,Linux
J3120,Penetration Tester,Cloud Security and Architect,114985,New York,Entry-Level,Ethical Hacking,Python
J3121,Security Compliance Manager,Network Monitoring and Security,84483,America,Senior,CompTIA Security+,Mitigation
J3122,Penetration Tester,Security Manager,112809,United Kingdom,Mid-Level,CCNA,Secure Software
J3123,Security Compliance Manager,Cloud Security and Architect,86271,Denmark,Senior,CISSP,Mitigation
J3124,Security Compliance Manager,Security Manager,93257,America,Mid-Level,CCNA,Vulnerability Assessment
J3125,Security Compliance Manager,Penetration Tester,101117,United Kingdom,Senior,CISSP,Python
J3126,GRC Manager,Cloud Security and Architect,109727,Denmark,Senior,Ethical Hacking,Threat Management
J3127,Security Compliance Manager,Security Manager,105301,Germany,Entry-Level,CCIE,Threat Management
J3128,Security Consultant,Incident Takeover,127652,United Kingdom,Senior,Ethical Hacking,Threat Management
J3129,Penetration Tester,Cloud Security and Architect,130922,United Kingdom,Entry-Level,CISSP,Linux
J3130,Security Architect,Cloud Security and Architect,88801,United Kingdom,Mid-Level,CISSP,Secure Software
J3131,Security Architect,Network Monitoring and Security,129749,Canada,Mid-Level,CISSP,Threat Management
J3132,Security Consultant,Penetration Tester,126509,Canada,Mid-Level,CCIE,Mitigation
J3133,Security Consultant,Application and Web Security,113264,Denmark,Senior,CCNA,Linux
J3134,Penetration Tester,Application and Web Security,120252,United Kingdom,Entry-Level,Ethical Hacking,Linux
J3135,GRC Manager,GRC,92333,New York,Entry-Level,CCIE,Threat Management
J3136,Security Architect,Network Monitoring and Security,89635,Canada,Senior,CCIE,Linux
J3137,Security Architect,Incident Takeover,142112,China,Entry-Level,CCNA,Vulnerability Assessment
J3138,GRC Manager,Incident Takeover,95899,America,Mid-Level,CompTIA Security+,Linux
J3139,Cloud Architect,Cloud Security and Architect,136139,America,Mid-Level,CCIE,Python
J3140,Security Architect,Security Manager,98158,America,Senior,CompTIA Security+,Secure Software
J3141,Security Consultant,Security Manager,99500,Canada,Senior,Ethical Hacking,Threat Management
J3142,Penetration Tester,Network Monitoring and Security,84659,China,Mid-Level,CCIE,Python
J3143,GRC Manager,Security Manager,96429,Denmark,Entry-Level,CCNA,Linux
J3144,Cloud Architect,GRC,118526,New York,Senior,CCNA,Python
J3145,Security Compliance Manager,GRC,108743,New York,Senior,CCNA,Secure Software
J3146,GRC Manager,Cloud Security and Architect,96403,Canada,Entry-Level,Ethical Hacking,Threat Management
J3147,GRC Manager,Penetration Tester,101849,China,Senior,CCNA,Secure Software
J3148,GRC Manager,Penetration Tester,110602,Canada,Mid-Level,CCNA,Secure Software
J3149,Cloud Architect,Security Manager,138933,Denmark,Senior,Ethical Hacking,Linux
J3150,GRC Manager,Cloud Security and Architect,111427,Denmark,Senior,CCIE,Vulnerability Assessment
J3151,Security Compliance Manager,Cloud Security and Architect,84839,New York,Mid-Level,CompTIA Security+,Secure Software
J3152,Penetration Tester,Incident Takeover,105374,New York,Entry-Level,CCIE,Threat Management
J3153,Penetration Tester,Network Monitoring and Security,101822,Denmark,Mid-Level,CompTIA Security+,Secure Software
J3154,Cloud Architect,Incident Takeover,98417,America,Senior,CompTIA Security+,Linux
J3155,Penetration Tester,Application and Web Security,103592,United Kingdom,Mid-Level,CISSP,Threat Management
J3156,Security Compliance Manager,Incident Takeover,100080,New York,Senior,CISSP,Linux
J3157,Cloud Architect,Cloud Security and Architect,95502,Canada,Entry-Level,CCIE,Secure Software
J3158,GRC Manager,Security Manager,107596,Canada,Mid-Level,Ethical Hacking,Secure Software
J3159,Security Architect,Application and Web Security,144140,Germany,Entry-Level,CCIE,Mitigation
J3160,Security Consultant,Security Manager,78681,America,Senior,CompTIA Security+,Mitigation
J3161,Penetration Tester,Incident Takeover,102516,America,Senior,Ethical Hacking,Vulnerability Assessment
J3162,Security Architect,Penetration Tester,98328,Germany,Entry-Level,CompTIA Security+,Python
J3163,GRC Manager,GRC,105977,Germany,Entry-Level,CISSP,Linux
J3164,Security Compliance Manager,GRC,130966,Denmark,Senior,Ethical Hacking,Linux
J3165,Cloud Architect,Incident Takeover,95166,New York,Entry-Level,Ethical Hacking,Python
J3166,Cloud Architect,Application and Web Security,111889,Denmark,Mid-Level,Ethical Hacking,Secure Software
J3167,Penetration Tester,Incident Takeover,101121,New York,Mid-Level,CCNA,Mitigation
J3168,Security Architect,Cloud Security and Architect,119771,New York,Senior,CCNA,Python
J3169,GRC Manager,Cloud Security and Architect,87837,Denmark,Mid-Level,CCIE,Mitigation
J3170,Security Architect,Incident Takeover,102789,New York,Senior,CCIE,Threat Management
J3171,Penetration Tester,Incident Takeover,82479,Canada,Entry-Level,CCNA,Linux
J3172,Penetration Tester,Application and Web Security,111297,Canada,Entry-Level,CompTIA Security+,Python
J3173,Penetration Tester,Penetration Tester,136936,United Kingdom,Entry-Level,CCIE,Linux
J3174,Security Consultant,Incident Takeover,108621,United Kingdom,Entry-Level,CCIE,Vulnerability Assessment
J3175,Security Compliance Manager,Penetration Tester,97229,Germany,Mid-Level,CompTIA Security+,Linux
J3176,Security Architect,Cloud Security and Architect,93467,America,Entry-Level,CISSP,Linux
